"","doc_id","paragraph_id","sentence_id","sentence","token_id","token","lemma","upos","xpos","feats","head_token_id","dep_rel","deps","misc","jobdesc_id","source"
"4074","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","11","LANGUAGES","language","PROPN","NNP","Number=Sing","10","flat",NA,NA,11,"Indeed"
"4075","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","12","SUCH","such","ADJ","JJ","Degree=Pos","14","amod",NA,NA,11,"Indeed"
"4076","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","13","AS","a","NOUN","NN","Number=Sing","14","compound",NA,NA,11,"Indeed"
"4077","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","14","SQL","sql","NOUN","NN","Number=Sing","9","flat",NA,"SpaceAfter=No",11,"Indeed"
"4081","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","18","STRONG","strong","PROPN","NNP","Number=Sing","19","compound",NA,NA,11,"Indeed"
"4082","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","19","APPLIED","applied","PROPN","NNP","Number=Sing","21","compound",NA,NA,11,"Indeed"
"4083","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","20","STATISTICS","STATISTICS","PROPN","NNP","Number=Sing","21","compound",NA,NA,11,"Indeed"
"4084","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","21","SKILLS","skills","PROPN","NNPS","Number=Plur","8","parataxis",NA,"SpaceAfter=No",11,"Indeed"
"4086","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","23","SUCH","such","ADJ","JJ","Degree=Pos","21","amod",NA,NA,11,"Indeed"
"4088","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","25","DISTRIBUTIONS","Distribution","PROPN","NNP","Number=Sing","21","nmod",NA,"SpaceAfter=No",11,"Indeed"
"4090","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","27","STATISTICAL","Statistical","PROPN","NNP","Number=Sing","28","compound",NA,NA,11,"Indeed"
"4091","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","28","TESTING","testing","PROPN","NNP","Number=Sing","25","conj",NA,"SpaceAfter=No",11,"Indeed"
"4093","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","30","REGRESSION","Regression","PROPN","NNP","Number=Sing","25","conj",NA,"SpaceAfter=No",11,"Indeed"
"4095","doc1",1,14,"""PRODUCT LIFECYCLE EXPERIENCE"", ""PROFICIENT USING QUERY LANGUAGES SUCH AS SQL"", ""STRONG APPLIED STATISTICS SKILLS, SUCH AS DISTRIBUTIONS, STATISTICAL TESTING, REGRESSION, ETC."",","32","ETC.","etc.","PROPN","NNP","Number=Sing","25","conj",NA,"SpaceAfter=No",11,"Indeed"
"4099","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","2","JMP","JMP","PROPN","NNP","Number=Sing","27","compound",NA,NA,11,"Indeed"
"4100","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","3","PROFICIENCY","proficiency","PROPN","NNP","Number=Sing","2","flat",NA,NA,11,"Indeed"
"4102","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","5","SAS","SAS","PROPN","NNP","Number=Sing","7","compound",NA,NA,11,"Indeed"
"4103","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","6","STATISTICAL","STATISTICAL","PROPN","NNP","Number=Sing","5","flat",NA,NA,11,"Indeed"
"4104","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","7","TOOL","tool","PROPN","NNP","Number=Sing","2","flat",NA,"SpaceAfter=No",11,"Indeed"
"4109","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","12","MATLAB","MATLAB","PROPN","NNP","Number=Sing","2","flat",NA,NA,11,"Indeed"
"4110","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","13","EXPERIENCE","experience","PROPN","NNP","Number=Sing","2","flat",NA,"SpaceAfter=No",11,"Indeed"
"4114","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","17","ACTIVE","active","PROPN","NNP","Number=Sing","2","flat",NA,NA,11,"Indeed"
"4115","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","18","TS","TS","PROPN","NNP","Number=Sing","2","flat",NA,"SpaceAfter=No",11,"Indeed"
"4117","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","20","SCI","sci","PROPN","NNP","Number=Sing","21","compound",NA,NA,11,"Indeed"
"4118","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","21","CLEARANCE","CLEARANCE","PROPN","NNP","Number=Sing","2","flat",NA,"SpaceAfter=No",11,"Indeed"
"4122","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","25","BACHELOR","bachelor","PROPN","NNP","Number=Sing","2","flat",NA,"SpaceAfter=No",11,"Indeed"
"4124","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","27","DEGREE","Degree","PROPN","NNP","Number=Sing","41","compound",NA,NA,11,"Indeed"
"4127","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","30","TECHNICAL","technical","ADJ","JJ","Degree=Pos","31","amod",NA,NA,11,"Indeed"
"4128","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","31","AREA","area","NOUN","NN","Number=Sing","27","nmod",NA,NA,11,"Indeed"
"4131","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","34","YEARS","year","NOUN","NN","Number=Sing","27","nmod",NA,NA,11,"Indeed"
"4133","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","36","RELEVA","RELEVA","PROPN","NNP","Number=Sing","27","nmod",NA,"SpaceAfter=No",11,"Indeed"
"4135","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","38","EXPERIENCE","experience","PROPN","NNP","Number=Sing","27","flat",NA,NA,11,"Indeed"
"4138","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","41","YEARS","year","NOUN","NNS","Number=Plur","58","nsubj",NA,NA,11,"Indeed"
"4140","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","43","TECHNICAL","technical","PROPN","NNP","Number=Sing","44","compound",NA,NA,11,"Indeed"
"4141","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","44","MS","m","PROPN","NNP","Number=Sing","41","nmod",NA,"SpaceAfter=No",11,"Indeed"
"4144","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","47","YEARS","year","NOUN","NNS","Number=Plur","41","appos",NA,NA,11,"Indeed"
"4147","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","50","PHD","phd","NOUN","NN","Number=Sing","47","nmod",NA,NA,11,"Indeed"
"4149","doc1",1,15,"""JMP PROFICIENCY (SAS STATISTICAL TOOL)"", ""MATLAB EXPERIENCE"", ""ACTIVE TS/SCI CLEARANCE"", ""BACHELOR'S DEGREE IN A TECHNICAL AREA WITH 9 YEARS OF RELEVANT EXPERIENCE (7 YEARS WITH TECHNICAL MS; 4 YEARS WITH A PHD IN RELATED FIELD)"", ""EXPERIENCED IN MICROSOFT EXCEL (PIVOT TABLES, VLOOKUP, ETC.)"", ""KNOWLEDGE OF DATA GATHERING, CLEANSING AND TRANSFORMATION TECHNIQUES"", ""EXPERIENCE WITH COMMON DATA SCIENCE TOOLKITS SUCH AS PYTHON/R"", ""EXCEL VBA PROGRAMMING"", ""ABLE TO OBTAIN AND MAINTAIN A TOP SECRET (TS/SCI) CLEARANCE PER BUSINESS REQUIREMENTS.","52","RELATED","related","PROPN","NNP","Number=Sing","53","compound",NA,NA,11,"Indeed"
